DIST_CODE,ASSESSMENT SUBJECT,DATA_CATEGORY_GROUP,DATA_CATEGORY,ECDS_REPORTED,BOTH_BOY_EOY_ASSESSED,MATCH_PROFICIENT_BOY,MATCH_PROFICIENT_EOY,ECDS_REPORTED_suppress,BOTH_BOY_EOY_ASSESSED_suppress,MATCH_PROFICIENT_BOY_suppress,MATCH_PROFICIENT_EOY_suppress,ECDS_REPORTED_noisy_pp,BOTH_BOY_EOY_ASSESSED_noisy_pp,MATCH_PROFICIENT_BOY_noisy_pp,MATCH_PROFICIENT_EOY_noisy_pp
174904,Emergent Literacy Reading,Race/Ethnicity,Black or African American,114,80,30,68,114,80,30,68,115,79,30,68
174904,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,143,117,49,110,143,117,49,110,143,117,48,110
174904,Emergent Literacy Reading,Race/Ethnicity,Other,25,22,11,6,25,22,11,NA,27,23,11,6
174904,Emergent Literacy Reading,Race/Ethnicity,White,26,19,10,19,26,19,10,NA,28,20,8,18
174904,Emergent Literacy Reading,Homeless,Homeless,11,7,2,6,11,NA,NA,NA,11,4,4,4
174904,Emergent Literacy Reading,In Foster Care,In Foster Care,5,3,1,2,NA,NA,NA,NA,6,4,0,2
174904,Emergent Literacy Writing,Race/Ethnicity,Black or African American,114,81,70,31,114,81,70,31,116,81,70,31
174904,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,143,116,111,111,143,116,111,111,144,115,112,110
174904,Emergent Literacy Writing,Race/Ethnicity,Other,25,22,21,22,25,22,21,22,25,20,20,20
174904,Emergent Literacy Writing,Race/Ethnicity,White,26,19,19,19,26,19,19,19,26,19,19,19
174904,Emergent Literacy Writing,Homeless,Homeless,11,7,6,7,11,NA,NA,NA,12,7,7,6
174904,Emergent Literacy Writing,In Foster Care,In Foster Care,5,3,3,2,NA,NA,NA,NA,6,3,3,3
174904,Health and Wellness,Race/Ethnicity,Black or African American,114,81,72,59,114,81,72,59,114,80,72,61
174904,Health and Wellness,Race/Ethnicity,Hispanic/Latino,143,116,71,108,143,116,71,108,143,118,71,109
174904,Health and Wellness,Race/Ethnicity,Other,25,22,13,19,25,22,13,19,24,22,13,20
174904,Health and Wellness,Race/Ethnicity,White,26,19,19,19,26,19,19,19,27,19,18,19
174904,Health and Wellness,Homeless,Homeless,11,7,6,6,11,NA,NA,NA,10,6,4,5
174904,Health and Wellness,In Foster Care,In Foster Care,5,3,2,2,NA,NA,NA,NA,5,3,2,2
174904,Language and Communication,Race/Ethnicity,Black or African American,114,81,41,61,114,81,41,61,114,81,41,61
174904,Language and Communication,Race/Ethnicity,Hispanic/Latino,143,118,75,96,143,118,75,96,144,118,74,96
174904,Language and Communication,Race/Ethnicity,Other,25,22,4,5,25,22,NA,NA,26,23,3,5
174904,Language and Communication,Race/Ethnicity,White,26,19,19,19,26,19,NA,NA,25,21,19,19
174904,Language and Communication,Homeless,Homeless,11,7,4,6,11,NA,NA,NA,11,7,5,6
174904,Language and Communication,In Foster Care,In Foster Care,5,3,2,2,NA,NA,NA,NA,6,2,2,2
174904,Mathematics,Race/Ethnicity,Black or African American,114,81,62,73,114,81,62,73,114,81,62,74
174904,Mathematics,Race/Ethnicity,Hispanic/Latino,143,118,97,111,143,118,97,111,144,118,96,111
174904,Mathematics,Race/Ethnicity,Other,25,22,21,22,25,22,21,22,26,22,22,22
174904,Mathematics,Race/Ethnicity,White,26,19,19,19,26,19,19,19,24,18,18,18
174904,Mathematics,Homeless,Homeless,11,7,6,7,11,NA,NA,NA,11,7,6,7
174904,Mathematics,In Foster Care,In Foster Care,5,3,2,3,NA,NA,NA,NA,7,3,2,3
175903,Emergent Literacy Reading,Race/Ethnicity,Black or African American,35,32,15,24,NA,NA,15,24,35,33,15,24
175903,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,142,122,30,99,142,122,30,99,141,123,31,98
175903,Emergent Literacy Reading,Race/Ethnicity,Other,9,6,2,6,NA,NA,NA,NA,8,8,1,5
175903,Emergent Literacy Reading,Race/Ethnicity,White,47,35,9,21,47,35,NA,NA,45,36,10,20
175903,Emergent Literacy Reading,Homeless,Homeless,10,4,1,3,10,NA,NA,NA,9,4,1,4
175903,Emergent Literacy Reading,In Foster Care,In Foster Care,4,3,1,2,NA,NA,NA,NA,5,2,0,2
175903,Emergent Literacy Writing,Race/Ethnicity,Black or African American,35,32,30,26,NA,NA,NA,NA,37,32,30,26
175903,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,142,120,111,97,142,120,111,97,142,121,111,97
175903,Emergent Literacy Writing,Race/Ethnicity,Other,9,6,6,6,NA,NA,NA,NA,8,4,4,4
175903,Emergent Literacy Writing,Race/Ethnicity,White,47,35,35,28,47,35,35,28,48,34,34,30
175903,Emergent Literacy Writing,Homeless,Homeless,10,4,4,4,10,NA,NA,NA,9,5,5,4
175903,Emergent Literacy Writing,In Foster Care,In Foster Care,4,3,1,2,NA,NA,NA,NA,3,3,0,3
175903,Health and Wellness,Race/Ethnicity,Black or African American,35,19,15,14,NA,19,NA,NA,35,18,17,15
175903,Health and Wellness,Race/Ethnicity,Hispanic/Latino,142,36,29,27,142,36,29,27,142,35,28,27
175903,Health and Wellness,Race/Ethnicity,Other,9,7,7,6,NA,NA,NA,NA,8,8,8,7
175903,Health and Wellness,Race/Ethnicity,White,47,17,17,17,47,NA,17,17,47,17,17,17
175903,Health and Wellness,Homeless,Homeless,10,2,2,1,10,NA,NA,NA,11,1,1,0
175903,Health and Wellness,In Foster Care,In Foster Care,4,1,0,1,NA,NA,NA,NA,5,3,0,1
175903,Language and Communication,Race/Ethnicity,Black or African American,35,32,17,25,NA,NA,17,25,35,31,15,24
175903,Language and Communication,Race/Ethnicity,Hispanic/Latino,142,122,47,53,142,122,47,53,142,123,48,52
175903,Language and Communication,Race/Ethnicity,Other,9,6,5,4,NA,NA,NA,NA,9,8,3,3
175903,Language and Communication,Race/Ethnicity,White,47,35,15,24,47,35,NA,NA,47,35,15,24
175903,Language and Communication,Homeless,Homeless,10,4,2,2,10,NA,NA,NA,8,4,0,2
175903,Language and Communication,In Foster Care,In Foster Care,4,3,1,2,NA,NA,NA,NA,4,4,1,2
175903,Mathematics,Race/Ethnicity,Black or African American,35,16,10,11,NA,NA,NA,NA,34,17,9,12
175903,Mathematics,Race/Ethnicity,Hispanic/Latino,142,31,18,22,142,31,18,22,140,31,18,21
175903,Mathematics,Race/Ethnicity,Other,9,5,5,5,NA,NA,NA,NA,9,4,4,4
175903,Mathematics,Race/Ethnicity,White,47,16,13,14,47,16,13,14,47,16,13,16
175903,Mathematics,Homeless,Homeless,10,1,1,1,10,NA,NA,NA,9,1,0,1
175903,Mathematics,In Foster Care,In Foster Care,4,1,1,1,NA,NA,NA,NA,5,4,1,1
178904,Emergent Literacy Reading,Race/Ethnicity,Black or African American,47,38,20,28,47,38,20,28,46,38,20,28
178904,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,1277,1083,516,843,1277,1083,516,843,1278,1082,516,844
178904,Emergent Literacy Reading,Race/Ethnicity,Other,61,51,39,48,61,51,39,48,60,49,40,49
178904,Emergent Literacy Reading,Race/Ethnicity,White,134,101,55,80,134,101,55,80,136,100,55,80
178904,Emergent Literacy Reading,Homeless,Homeless,77,49,23,33,77,49,23,33,76,51,23,34
178904,Emergent Literacy Reading,In Foster Care,In Foster Care,30,30,16,22,30,30,16,22,28,28,16,22
178904,Emergent Literacy Writing,Race/Ethnicity,Black or African American,47,34,28,27,47,34,28,27,47,33,29,28
178904,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,1277,995,902,887,1277,995,902,887,1276,994,903,886
178904,Emergent Literacy Writing,Race/Ethnicity,Other,61,45,42,45,61,45,42,45,60,44,43,44
178904,Emergent Literacy Writing,Race/Ethnicity,White,134,96,82,77,134,96,82,77,133,97,83,76
178904,Emergent Literacy Writing,Homeless,Homeless,77,49,41,41,77,49,41,41,76,50,41,41
178904,Emergent Literacy Writing,In Foster Care,In Foster Care,30,28,8,23,30,28,NA,23,30,28,9,22
178904,Health and Wellness,Race/Ethnicity,Black or African American,47,37,37,29,47,37,37,29,46,37,37,28
178904,Health and Wellness,Race/Ethnicity,Hispanic/Latino,1277,1043,981,947,1277,1043,981,947,1277,1043,982,946
178904,Health and Wellness,Race/Ethnicity,Other,61,46,41,43,61,46,41,43,61,46,41,43
178904,Health and Wellness,Race/Ethnicity,White,134,98,89,81,134,98,89,81,133,99,89,82
178904,Health and Wellness,Homeless,Homeless,77,49,42,40,77,49,42,40,77,48,42,39
178904,Health and Wellness,In Foster Care,In Foster Care,30,29,29,20,30,29,29,20,29,29,28,19
178904,Language and Communication,Race/Ethnicity,Black or African American,47,38,19,29,47,38,19,29,47,40,21,29
178904,Language and Communication,Race/Ethnicity,Hispanic/Latino,1277,1073,483,846,1277,1073,483,846,1276,1070,481,846
178904,Language and Communication,Race/Ethnicity,Other,61,51,32,41,61,51,32,41,62,52,30,41
178904,Language and Communication,Race/Ethnicity,White,134,100,53,82,134,100,53,82,135,100,54,84
178904,Language and Communication,Homeless,Homeless,77,49,22,40,77,49,22,40,76,48,23,41
178904,Language and Communication,In Foster Care,In Foster Care,30,29,12,20,30,29,12,20,31,28,14,21
178904,Mathematics,Race/Ethnicity,Black or African American,47,38,32,38,47,38,32,38,46,40,32,38
178904,Mathematics,Race/Ethnicity,Hispanic/Latino,1277,1052,898,976,1277,1052,898,976,1278,1052,897,976
178904,Mathematics,Race/Ethnicity,Other,61,48,46,45,61,48,46,45,59,48,45,44
178904,Mathematics,Race/Ethnicity,White,134,101,88,94,134,101,88,94,134,99,88,96
178904,Mathematics,Homeless,Homeless,77,49,37,41,77,49,37,41,79,48,38,39
178904,Mathematics,In Foster Care,In Foster Care,30,29,16,17,30,29,16,17,30,29,16,17
182903,Emergent Literacy Reading,Race/Ethnicity,Black or African American,8,8,3,8,NA,NA,NA,NA,9,9,3,9
182903,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,88,68,10,61,88,68,10,61,88,68,10,61
182903,Emergent Literacy Reading,Race/Ethnicity,Other,16,7,3,7,NA,NA,NA,NA,15,7,2,6
182903,Emergent Literacy Reading,Race/Ethnicity,White,102,80,21,67,102,80,21,67,102,80,19,67
182903,Emergent Literacy Reading,Homeless,Homeless,11,5,1,4,11,NA,NA,NA,12,5,1,5
182903,Emergent Literacy Reading,In Foster Care,In Foster Care,2,1,0,1,NA,NA,NA,NA,1,1,0,1
182903,Emergent Literacy Writing,Race/Ethnicity,Black or African American,8,8,7,8,NA,NA,NA,NA,9,8,5,8
182903,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,88,68,50,63,88,68,50,63,86,68,49,62
182903,Emergent Literacy Writing,Race/Ethnicity,Other,16,7,6,7,NA,NA,NA,NA,15,6,6,6
182903,Emergent Literacy Writing,Race/Ethnicity,White,102,80,68,71,102,80,68,71,100,80,68,70
182903,Emergent Literacy Writing,Homeless,Homeless,11,5,4,4,11,NA,NA,NA,10,4,3,3
182903,Emergent Literacy Writing,In Foster Care,In Foster Care,2,1,1,1,NA,NA,NA,NA,3,1,1,0
182903,Health and Wellness,Race/Ethnicity,Black or African American,8,8,8,8,NA,NA,NA,NA,7,7,7,7
182903,Health and Wellness,Race/Ethnicity,Hispanic/Latino,88,68,59,58,88,68,59,58,86,67,61,58
182903,Health and Wellness,Race/Ethnicity,Other,16,7,7,7,NA,NA,NA,NA,15,6,6,6
182903,Health and Wellness,Race/Ethnicity,White,102,79,72,69,102,79,72,69,103,79,72,68
182903,Health and Wellness,Homeless,Homeless,11,5,4,4,11,NA,NA,NA,10,6,4,6
182903,Health and Wellness,In Foster Care,In Foster Care,2,1,1,1,NA,NA,NA,NA,2,1,0,1
182903,Language and Communication,Race/Ethnicity,Black or African American,7,7,6,7,NA,NA,NA,NA,5,5,5,5
182903,Language and Communication,Race/Ethnicity,Hispanic/Latino,88,68,34,55,88,68,34,55,88,68,34,56
182903,Language and Communication,Race/Ethnicity,Other,16,6,5,5,NA,NA,NA,NA,15,7,5,7
182903,Language and Communication,Race/Ethnicity,White,102,80,51,68,102,80,51,68,102,81,50,67
182903,Language and Communication,Homeless,Homeless,11,5,3,4,11,NA,NA,NA,10,6,4,3
182903,Language and Communication,In Foster Care,In Foster Care,2,1,1,1,NA,NA,NA,NA,1,1,1,0
182903,Mathematics,Race/Ethnicity,Black or African American,17,17,7,17,17,17,NA,17,16,16,8,16
182903,Mathematics,Race/Ethnicity,Hispanic/Latino,88,68,43,47,88,68,43,47,87,68,42,47
182903,Mathematics,Race/Ethnicity,Other,16,13,5,13,16,13,NA,13,15,12,4,12
182903,Mathematics,Race/Ethnicity,White,102,80,57,70,102,80,57,70,101,79,59,69
182903,Mathematics,Homeless,Homeless,11,5,3,4,11,NA,NA,NA,12,6,3,4
182903,Mathematics,In Foster Care,In Foster Care,2,1,1,1,NA,NA,NA,NA,3,1,1,1
187907,Emergent Literacy Reading,Race/Ethnicity,Black or African American,18,15,5,13,18,NA,NA,NA,19,16,5,14
187907,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,57,37,11,37,57,37,11,37,58,36,11,36
187907,Emergent Literacy Reading,Race/Ethnicity,Other,13,7,3,7,13,NA,NA,NA,15,7,2,7
187907,Emergent Literacy Reading,Race/Ethnicity,White,73,57,19,34,73,57,19,34,73,55,21,35
187907,Emergent Literacy Reading,Homeless,Homeless,6,3,1,2,NA,NA,NA,NA,5,4,4,4
187907,Emergent Literacy Reading,In Foster Care,In Foster Care,1,1,0,1,NA,NA,NA,NA,3,1,1,1
187907,Emergent Literacy Writing,Race/Ethnicity,Black or African American,18,15,15,9,18,NA,NA,NA,19,16,15,9
187907,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,57,37,36,37,57,37,36,37,57,37,34,36
187907,Emergent Literacy Writing,Race/Ethnicity,Other,13,7,4,7,13,NA,NA,NA,15,8,4,8
187907,Emergent Literacy Writing,Race/Ethnicity,White,73,57,50,52,73,57,50,52,72,56,49,53
187907,Emergent Literacy Writing,Homeless,Homeless,6,3,2,2,NA,NA,NA,NA,6,3,1,2
187907,Emergent Literacy Writing,In Foster Care,In Foster Care,1,1,1,1,NA,NA,NA,NA,1,1,1,1
187907,Health and Wellness,Race/Ethnicity,Black or African American,18,15,15,9,18,NA,NA,NA,19,16,14,8
187907,Health and Wellness,Race/Ethnicity,Hispanic/Latino,57,37,28,37,57,37,28,37,56,39,29,39
187907,Health and Wellness,Race/Ethnicity,Other,13,7,7,7,13,NA,NA,NA,15,5,5,5
187907,Health and Wellness,Race/Ethnicity,White,73,57,50,51,73,57,50,51,72,58,51,52
187907,Health and Wellness,Homeless,Homeless,6,3,3,2,NA,NA,NA,NA,4,3,3,3
187907,Health and Wellness,In Foster Care,In Foster Care,1,1,1,1,NA,NA,NA,NA,1,1,0,1
187907,Language and Communication,Race/Ethnicity,Black or African American,18,15,5,11,18,NA,NA,NA,18,16,7,11
187907,Language and Communication,Race/Ethnicity,Hispanic/Latino,57,37,8,16,57,37,NA,16,56,35,9,14
187907,Language and Communication,Race/Ethnicity,Other,13,7,7,6,13,NA,NA,NA,13,6,6,6
187907,Language and Communication,Race/Ethnicity,White,73,57,24,44,73,57,24,44,74,56,24,42
187907,Language and Communication,Homeless,Homeless,6,3,1,2,NA,NA,NA,NA,6,1,0,1
187907,Language and Communication,In Foster Care,In Foster Care,1,1,0,1,NA,NA,NA,NA,1,1,0,1
187907,Mathematics,Race/Ethnicity,Black or African American,18,15,13,15,18,NA,NA,NA,19,13,13,13
187907,Mathematics,Race/Ethnicity,Hispanic/Latino,57,37,23,32,57,37,23,32,57,40,24,33
187907,Mathematics,Race/Ethnicity,Other,13,7,6,7,13,NA,NA,NA,14,8,6,8
187907,Mathematics,Race/Ethnicity,White,73,57,47,52,73,57,47,52,71,56,48,53
187907,Mathematics,Homeless,Homeless,6,3,2,2,NA,NA,NA,NA,6,3,3,1
187907,Mathematics,In Foster Care,In Foster Care,1,1,1,1,NA,NA,NA,NA,2,2,0,2
188901,Emergent Literacy Reading,Race/Ethnicity,Black or African American,206,160,53,107,206,160,53,107,205,159,54,105
188901,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,787,635,160,471,787,635,160,471,787,635,158,473
188901,Emergent Literacy Reading,Race/Ethnicity,Other,123,101,43,79,123,101,43,79,122,101,43,79
188901,Emergent Literacy Reading,Race/Ethnicity,White,333,264,96,190,333,264,96,190,332,263,95,190
188901,Emergent Literacy Reading,Homeless,Homeless,83,59,16,43,83,59,16,43,82,59,14,41
188901,Emergent Literacy Reading,In Foster Care,In Foster Care,18,10,4,5,18,10,NA,NA,16,10,4,5
188901,Emergent Literacy Writing,Race/Ethnicity,Black or African American,206,142,112,125,206,142,112,125,206,141,112,125
188901,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,787,581,523,524,787,581,523,524,786,581,524,522
188901,Emergent Literacy Writing,Race/Ethnicity,Other,123,86,76,78,123,86,76,78,124,86,78,78
188901,Emergent Literacy Writing,Race/Ethnicity,White,333,241,217,219,333,241,217,219,333,240,217,219
188901,Emergent Literacy Writing,Homeless,Homeless,83,57,49,48,83,57,49,48,84,57,50,49
188901,Emergent Literacy Writing,In Foster Care,In Foster Care,18,8,8,6,18,NA,NA,NA,19,7,7,4
188901,Health and Wellness,Race/Ethnicity,Black or African American,206,153,133,135,206,153,133,135,206,153,133,136
188901,Health and Wellness,Race/Ethnicity,Hispanic/Latino,787,608,588,557,787,608,588,557,786,606,588,558
188901,Health and Wellness,Race/Ethnicity,Other,123,94,87,86,123,94,87,86,121,94,87,86
188901,Health and Wellness,Race/Ethnicity,White,333,250,233,215,333,250,233,215,335,248,232,218
188901,Health and Wellness,Homeless,Homeless,83,59,52,50,83,59,52,50,83,58,52,48
188901,Health and Wellness,In Foster Care,In Foster Care,18,8,8,6,18,NA,NA,NA,18,8,8,7
188901,Language and Communication,Race/Ethnicity,Black or African American,206,153,45,86,206,153,45,86,206,154,45,85
188901,Language and Communication,Race/Ethnicity,Hispanic/Latino,787,623,273,433,787,623,273,433,788,624,274,433
188901,Language and Communication,Race/Ethnicity,Other,123,99,41,61,123,99,41,61,122,98,40,60
188901,Language and Communication,Race/Ethnicity,White,333,252,134,200,333,252,134,200,333,251,135,200
188901,Language and Communication,Homeless,Homeless,83,59,22,35,83,59,22,35,84,59,20,35
188901,Language and Communication,In Foster Care,In Foster Care,18,8,4,6,18,NA,NA,NA,19,8,4,7
188901,Mathematics,Race/Ethnicity,Black or African American,206,149,106,121,206,149,106,121,206,148,106,121
188901,Mathematics,Race/Ethnicity,Hispanic/Latino,787,617,439,551,787,617,439,551,787,616,441,551
188901,Mathematics,Race/Ethnicity,Other,123,96,72,86,123,96,72,86,123,97,73,86
188901,Mathematics,Race/Ethnicity,White,333,254,200,224,333,254,200,224,335,255,201,224
188901,Mathematics,Homeless,Homeless,83,57,42,48,83,57,42,48,82,57,42,49
188901,Mathematics,In Foster Care,In Foster Care,18,8,6,7,18,NA,NA,NA,17,7,4,7
199902,Emergent Literacy Reading,Race/Ethnicity,Black or African American,85,69,45,60,85,69,45,60,84,70,47,59
199902,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,145,120,23,101,145,120,23,101,145,122,24,100
199902,Emergent Literacy Reading,Race/Ethnicity,Other,30,23,14,21,30,23,14,21,30,23,15,23
199902,Emergent Literacy Reading,Race/Ethnicity,White,63,54,32,47,63,54,32,47,63,53,33,47
199902,Emergent Literacy Reading,Homeless,Homeless,6,6,2,5,NA,NA,NA,NA,6,6,3,4
199902,Emergent Literacy Reading,In Foster Care,In Foster Care,12,8,1,1,12,NA,NA,NA,12,7,1,1
199902,Emergent Literacy Writing,Race/Ethnicity,Black or African American,85,69,62,63,85,69,62,63,84,70,61,64
199902,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,145,120,101,115,145,120,101,115,145,122,101,115
199902,Emergent Literacy Writing,Race/Ethnicity,Other,30,23,23,23,30,23,23,23,31,23,23,23
199902,Emergent Literacy Writing,Race/Ethnicity,White,63,54,33,33,63,54,33,33,63,55,32,34
199902,Emergent Literacy Writing,Homeless,Homeless,6,6,5,6,NA,NA,NA,NA,5,5,5,5
199902,Emergent Literacy Writing,In Foster Care,In Foster Care,12,8,8,8,12,NA,NA,NA,13,6,6,6
199902,Health and Wellness,Race/Ethnicity,Black or African American,85,69,51,62,85,69,51,62,86,69,51,62
199902,Health and Wellness,Race/Ethnicity,Hispanic/Latino,145,120,111,120,145,120,111,120,146,121,111,120
199902,Health and Wellness,Race/Ethnicity,Other,30,23,23,23,30,23,23,23,30,21,21,21
199902,Health and Wellness,Race/Ethnicity,White,63,54,54,32,63,54,54,32,63,56,53,31
199902,Health and Wellness,Homeless,Homeless,6,6,6,6,NA,NA,NA,NA,6,4,4,4
199902,Health and Wellness,In Foster Care,In Foster Care,12,8,8,8,12,NA,NA,NA,11,9,9,7
199902,Language and Communication,Race/Ethnicity,Black or African American,85,69,24,42,85,69,24,42,85,70,24,42
199902,Language and Communication,Race/Ethnicity,Hispanic/Latino,145,120,54,75,145,120,54,75,143,122,54,75
199902,Language and Communication,Race/Ethnicity,Other,30,23,12,16,30,23,12,16,31,23,12,15
199902,Language and Communication,Race/Ethnicity,White,63,54,30,43,63,54,30,43,63,55,30,44
199902,Language and Communication,Homeless,Homeless,6,6,3,4,NA,NA,NA,NA,6,5,3,4
199902,Language and Communication,In Foster Care,In Foster Care,12,8,1,1,12,NA,NA,NA,14,9,0,0
199902,Mathematics,Race/Ethnicity,Black or African American,85,69,61,62,85,69,61,62,83,69,61,61
199902,Mathematics,Race/Ethnicity,Hispanic/Latino,145,119,93,107,145,119,93,107,145,119,93,107
199902,Mathematics,Race/Ethnicity,Other,30,23,20,23,30,23,20,23,31,24,19,23
199902,Mathematics,Race/Ethnicity,White,63,53,46,34,63,53,46,34,65,52,46,34
199902,Mathematics,Homeless,Homeless,6,6,5,5,NA,NA,NA,NA,8,6,5,6
199902,Mathematics,In Foster Care,In Foster Care,12,8,8,8,12,NA,NA,NA,10,9,7,6
212905,Emergent Literacy Reading,Race/Ethnicity,Black or African American,215,180,74,147,215,180,74,147,214,178,74,146
212905,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,384,345,66,318,384,345,66,318,384,344,66,317
212905,Emergent Literacy Reading,Race/Ethnicity,Other,41,28,17,27,41,28,17,27,42,28,17,26
212905,Emergent Literacy Reading,Race/Ethnicity,White,137,125,66,118,137,125,66,118,137,125,65,119
212905,Emergent Literacy Reading,Homeless,Homeless,15,11,5,11,15,11,NA,11,13,10,6,10
212905,Emergent Literacy Reading,In Foster Care,In Foster Care,12,8,3,7,12,NA,NA,NA,11,10,4,7
212905,Emergent Literacy Writing,Race/Ethnicity,Black or African American,215,179,150,161,215,179,150,161,219,178,150,160
212905,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,384,345,291,317,384,345,291,317,382,345,291,318
212905,Emergent Literacy Writing,Race/Ethnicity,Other,41,28,26,26,41,28,26,26,42,30,26,27
212905,Emergent Literacy Writing,Race/Ethnicity,White,137,125,112,119,137,125,112,119,138,126,112,119
212905,Emergent Literacy Writing,Homeless,Homeless,15,11,11,11,15,11,11,11,15,11,10,10
212905,Emergent Literacy Writing,In Foster Care,In Foster Care,12,8,7,4,12,NA,NA,NA,13,7,7,3
212905,Health and Wellness,Race/Ethnicity,Black or African American,215,180,161,165,215,180,161,165,215,180,161,165
212905,Health and Wellness,Race/Ethnicity,Hispanic/Latino,384,341,321,324,384,341,321,324,384,344,321,323
212905,Health and Wellness,Race/Ethnicity,Other,41,28,25,21,41,28,25,21,41,29,25,20
212905,Health and Wellness,Race/Ethnicity,White,137,124,110,116,137,124,110,116,137,123,111,116
212905,Health and Wellness,Homeless,Homeless,15,11,11,11,15,11,11,11,17,11,11,9
212905,Health and Wellness,In Foster Care,In Foster Care,12,8,4,7,12,NA,NA,NA,13,6,5,6
212905,Language and Communication,Race/Ethnicity,Black or African American,215,179,93,150,215,179,93,150,212,181,95,148
212905,Language and Communication,Race/Ethnicity,Hispanic/Latino,384,344,164,285,384,344,164,285,384,344,164,285
212905,Language and Communication,Race/Ethnicity,Other,41,28,19,21,41,28,19,21,42,27,19,24
212905,Language and Communication,Race/Ethnicity,White,137,125,103,122,137,125,103,122,140,125,104,122
212905,Language and Communication,Homeless,Homeless,15,11,6,11,15,11,NA,11,17,11,8,11
212905,Language and Communication,In Foster Care,In Foster Care,12,8,4,7,12,NA,NA,NA,8,4,2,4
212905,Mathematics,Race/Ethnicity,Black or African American,215,177,146,158,215,177,146,158,216,175,146,157
212905,Mathematics,Race/Ethnicity,Hispanic/Latino,384,325,234,305,384,325,234,305,385,325,233,306
212905,Mathematics,Race/Ethnicity,Other,41,28,25,23,41,28,25,23,43,28,25,23
212905,Mathematics,Race/Ethnicity,White,137,123,115,123,137,123,115,123,137,124,115,123
212905,Mathematics,Homeless,Homeless,15,11,11,11,15,11,11,11,17,11,11,11
212905,Mathematics,In Foster Care,In Foster Care,12,7,6,7,12,NA,NA,NA,10,8,6,6
220901,Emergent Literacy Reading,Race/Ethnicity,Black or African American,873,598,372,513,873,598,372,513,874,597,373,511
220901,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,1588,1287,543,1117,1588,1287,543,1117,1588,1284,544,1118
220901,Emergent Literacy Reading,Race/Ethnicity,Other,255,205,137,185,255,205,137,185,255,207,137,182
220901,Emergent Literacy Reading,Race/Ethnicity,White,442,358,234,322,442,358,234,322,441,360,233,323
220901,Emergent Literacy Reading,Homeless,Homeless,146,92,46,77,146,92,46,77,144,93,46,78
220901,Emergent Literacy Reading,In Foster Care,In Foster Care,11,7,7,7,11,NA,NA,NA,13,7,7,7
220901,Emergent Literacy Writing,Race/Ethnicity,Black or African American,873,627,576,546,873,627,576,546,874,627,574,546
220901,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,1588,1307,1163,1181,1588,1307,1163,1181,1585,1309,1164,1182
220901,Emergent Literacy Writing,Race/Ethnicity,Other,255,211,192,192,255,211,192,192,255,212,192,193
220901,Emergent Literacy Writing,Race/Ethnicity,White,442,369,345,348,442,369,345,348,442,368,344,349
220901,Emergent Literacy Writing,Homeless,Homeless,146,96,85,80,146,96,85,80,144,95,85,80
220901,Emergent Literacy Writing,In Foster Care,In Foster Care,11,7,7,7,11,NA,NA,NA,11,7,7,7
220901,Health and Wellness,Race/Ethnicity,Black or African American,873,625,602,517,873,625,602,517,873,625,602,517
220901,Health and Wellness,Race/Ethnicity,Hispanic/Latino,1588,1313,1272,1216,1588,1313,1272,1216,1589,1312,1272,1216
220901,Health and Wellness,Race/Ethnicity,Other,255,213,210,197,255,213,210,197,255,212,210,198
220901,Health and Wellness,Race/Ethnicity,White,442,373,368,337,442,373,368,337,440,375,370,336
220901,Health and Wellness,Homeless,Homeless,146,97,70,83,146,97,70,83,146,98,68,86
220901,Health and Wellness,In Foster Care,In Foster Care,11,6,6,6,11,NA,NA,NA,10,4,4,4
220901,Language and Communication,Race/Ethnicity,Black or African American,873,607,321,461,873,607,321,461,875,607,321,460
220901,Language and Communication,Race/Ethnicity,Hispanic/Latino,1588,1290,728,970,1588,1290,728,970,1588,1291,729,970
220901,Language and Communication,Race/Ethnicity,Other,255,206,108,150,255,206,108,150,254,206,108,149
220901,Language and Communication,Race/Ethnicity,White,442,352,259,303,442,352,259,303,443,352,259,305
220901,Language and Communication,Homeless,Homeless,146,91,44,68,146,91,44,68,147,90,44,70
220901,Language and Communication,In Foster Care,In Foster Care,11,7,7,7,11,NA,NA,NA,10,5,5,5
